row_idx,Polar_pretty_formula,NPolar_mpid,Polar_mpid,Energy_diff_meV,$M_A$,$M_B$,$M_X$,$A_{Mend}$,$B_{Mend}$,$X_{Mend}$,$A_{wt}$,$B_{wt}$,$X_{wt}$,$A_{Mend_wt}$,$B_{Mend_wt}$,X_AN,A_$E_{affinity}$,A_$r_{p/s+p+d}$,A_$IE_{I}$,A_$\chi_{Mulliken}$,B_$\chi_{Mulliken}$,B_$E_{affinity}$,B_$r_{p/s+p+d}$,X_$\chi_{Mulliken}$,X_$R_{covalent}$,X_$E_{affinity}$,X_$IE_{I}$,X_$N_e$,A_chi_calc,A_eta_calc,A_softness_calc,A_omega_calc,X_chi_calc,X_eta_calc,X_softness_calc,X_omega_calc,AX_chi_mismatch,AX_eta_mismatch,AXchi_x_dAcancel,Asoft_x_dAnet,polar_A_offcenter_mean_A,polar_A_offcenter_p90_A,polar_A_offcenter_max_A,npolar_A_offcenter_mean_A,npolar_A_offcenter_p90_A,npolar_A_offcenter_max_A,d_A_offcenter_mean_A,d_A_offcenter_p90_A,d_A_offcenter_max_A,polar_B_offcenter_mean_A,polar_B_offcenter_p90_A,polar_B_offcenter_max_A,polar_B_offcenter_frac_gt_0p10A,polar_B_offcenter_frac_gt_0p20A,npolar_B_offcenter_mean_A,npolar_B_offcenter_p90_A,npolar_B_offcenter_max_A,npolar_B_offcenter_frac_gt_0p10A,npolar_B_offcenter_frac_gt_0p20A,d_B_offcenter_mean_A,d_B_offcenter_p90_A,d_B_offcenter_max_A,d_B_offcenter_frac_gt_0p10A,polar_AX_dist_mean_A,polar_AX_dist_std_A,polar_AX_dist_distortion,npolar_AX_dist_mean_A,npolar_AX_dist_std_A,npolar_AX_dist_distortion,d_AX_dist_mean_A,d_AX_dist_std_A,d_AX_dist_distortion,polar_BX_dist_mean_A,polar_BX_dist_std_A,polar_BX_dist_distortion,npolar_BX_dist_mean_A,npolar_BX_dist_std_A,npolar_BX_dist_distortion,d_BX_dist_mean_A,d_BX_dist_std_A,d_BX_dist_distortion,polar_A_cage_asph_mean,polar_A_cage_asph_std,npolar_A_cage_asph_mean,npolar_A_cage_asph_std,d_A_cage_asph_mean,d_A_cage_asph_std,polar_A_CN_mean,polar_A_CN_mode,npolar_A_CN_mean,npolar_A_CN_mode,d_A_CN_mean,polar_B_CN_mean,polar_B_CN_mode,npolar_B_CN_mean,npolar_B_CN_mode,d_B_CN_mean,polar_n_A_sites,npolar_n_A_sites,polar_n_B_sites,npolar_n_B_sites,polar_n_X_sites,npolar_n_X_sites,polar_Ewald_eV_per_atom,npolar_Ewald_eV_per_atom,d_Ewald_eV_per_atom,polar_Ewald_A_siteE_mean_eV,polar_Ewald_A_siteE_std_eV,polar_Ewald_B_siteE_mean_eV,polar_Ewald_B_siteE_std_eV,polar_Ewald_X_siteE_mean_eV,polar_Ewald_X_siteE_std_eV,npolar_Ewald_A_siteE_mean_eV,npolar_Ewald_A_siteE_std_eV,npolar_Ewald_B_siteE_mean_eV,npolar_Ewald_B_siteE_std_eV,npolar_Ewald_X_siteE_mean_eV,npolar_Ewald_X_siteE_std_eV,d_Ewald_A_siteE_mean_eV,d_Ewald_A_siteE_std_eV,d_Ewald_B_siteE_mean_eV,d_Ewald_B_siteE_std_eV,d_Ewald_X_siteE_mean_eV,d_Ewald_X_siteE_std_eV,split
2299,Sn2N2O,mp-1101402,mp-766117,34.565872,118.71,14.0067,15.9994,83,100,101,0.4,0.4,0.2,33.2,40,8,1.112069551,0.449438202,7.344121478,4.228095515,7.26690767,-0.070477034,0.388888889,7.53936359,0.63,1.461113279,13.6176139,8,4.228095515,3.116025964,0.320921588,2.868524185,7.53936359,6.078250311,0.16452103,4.675852459,3.311268075,2.962224347,0.415571773,0.061051488,1.344656309,2.636609342,2.846825752,3.109727638,4.677736177,4.677736177,-1.765071329,-2.041126835,-1.830910425,1.158063429,1.819665296,2.060620287,1,1,4.375534348,8.244327572,8.244327572,1,1,-3.217470919,-6.424662277,-6.183707285,0,4.219356898,1.539746755,0.364924511,6.534459677,4.610517419,0.705569802,-2.315102779,-3.070770664,-0.34064529,3.383009222,0.7657264,0.226344757,5.798091759,4.705465304,0.811554128,-2.415082537,-3.939738904,-0.585209371,0.540979995,0.116543592,0.939693006,0.023382979,-0.398713011,0.093160613,7.4375,8,10,6,-2.5625,4.375,5,4,4,0.375,16,16,16,16,8,8,-59.19078116,-58.84518555,-0.34559561,-85.68149035,1.305453501,-50.21203205,0.667754314,-24.16686096,0.335648112,-83.05743698,0.907891157,-52.39232937,0.62805297,-23.32639504,5.83E-06,-2.624053378,0.397562345,2.180297316,0.039701343,-0.840465926,0.335642282,val
2300,Sn2N2O,mp-777394,mp-766117,32.01617,118.71,14.0067,15.9994,83,100,101,0.4,0.4,0.2,33.2,40,8,1.112069551,0.449438202,7.344121478,4.228095515,7.26690767,-0.070477034,0.388888889,7.53936359,0.63,1.461113279,13.6176139,8,4.228095515,3.116025964,0.320921588,2.868524185,7.53936359,6.078250311,0.16452103,4.675852459,3.311268075,2.962224347,0.415571773,0.061051488,1.344656309,2.636609342,2.846825752,1.466600917,2.697160477,3.088541579,-0.121944609,-0.060551135,-0.241715827,1.158063429,1.819665296,2.060620287,1,1,2.786159875,3.742168217,3.757275758,1,1,-1.628096446,-1.922502922,-1.696655471,0,4.219356898,1.539746755,0.364924511,3.675655929,1.404791797,0.382188057,0.543700969,0.134954957,-0.017263545,3.383009222,0.7657264,0.226344757,3.687544504,0.811637193,0.220102345,-0.304535282,-0.045910793,0.006242412,0.540979995,0.116543592,0.723712083,0.102522153,-0.182732088,0.014021439,7.4375,8,9.875,11,-2.4375,4.375,5,4.875,5,-0.5,16,16,16,16,8,8,-59.19078116,-58.85999122,-0.33078994,-85.68149035,1.305453501,-50.21203205,0.667754314,-24.16686096,0.335648112,-83.10080787,1.140094608,-52.28798918,1.173846986,-23.52236199,0.336721533,-2.580682488,0.165358893,2.075957123,-0.506092673,-0.64449897,-0.001073421,val
2301,Zr2N2O,mp-755368,mp-766238,-53.49156,91.224,14.0067,15.9994,49,100,101,0.4,0.4,0.2,19.6,40,8,0.433288657,0.46359584,6.634169007,3.533728832,7.26690767,-0.070477034,0.388888889,7.53936359,0.63,1.461113279,13.6176139,8,3.533728832,3.100440175,0.322534848,2.013784938,7.53936359,6.078250311,0.16452103,4.675852459,4.005634758,2.977810136,0.860154971,0.096189094,1.302709192,1.877576271,1.90798511,2.743310615,3.939425912,3.939425912,-1.440601422,-2.061849642,-2.031440803,0.835519016,1.440037373,1.896976652,1,1,1.600683816,3.371764132,3.371764132,1,1,-0.7651648,-1.931726759,-1.47478748,0,4.173683441,1.524274557,0.365210869,4.398326705,2.248180749,0.511144556,-0.224643264,-0.723906192,-0.145933686,3.258279291,0.65146437,0.19994123,4.777255331,1.308745172,0.273953365,-1.51897604,-0.657280802,-0.074012135,0.560301544,0.145204491,0.898592958,0.057547308,-0.338291414,0.087657183,7.5,8,8,6,-0.5,4.75,5,4.333333333,5,0.416666667,16,6,16,6,8,3,-59.49568725,-58.84142994,-0.654257313,-86.09144091,1.188534737,-50.3245643,0.547475295,-24.64642582,0.384273705,-85.47185318,0.685711479,-50.24588874,0.327073187,-22.77166585,0.496063412,-0.619587735,0.502823258,-0.07867556,0.220402108,-1.874759974,-0.111789707,train
2302,Zr2N2O,mp-776201,mp-766238,-86.37909,91.224,14.0067,15.9994,49,100,101,0.4,0.4,0.2,19.6,40,8,0.433288657,0.46359584,6.634169007,3.533728832,7.26690767,-0.070477034,0.388888889,7.53936359,0.63,1.461113279,13.6176139,8,3.533728832,3.100440175,0.322534848,2.013784938,7.53936359,6.078250311,0.16452103,4.675852459,4.005634758,2.977810136,0.860154971,0.096189094,1.302709192,1.877576271,1.90798511,3.703721562,5.121480004,5.121480004,-2.401012369,-3.243903733,-3.213494895,0.835519016,1.440037373,1.896976652,1,1,3.867219265,4.784531021,4.784531021,1,1,-3.031700248,-3.344493648,-2.887554368,0,4.173683441,1.524274557,0.365210869,5.132783632,1.923163995,0.374682459,-0.959100191,-0.398889437,-0.00947159,3.258279291,0.65146437,0.19994123,4.768043065,0.524783166,0.110062589,-1.509763774,0.126681204,0.089878641,0.560301544,0.145204491,0.857661123,0.182677126,-0.29735958,-0.037472635,7.5,8,9.75,10,-2.25,4.75,5,3.666666667,4,1.083333333,16,8,16,8,8,4,-59.49568725,-57.92194593,-1.573741316,-86.09144091,1.188534737,-50.3245643,0.547475295,-24.64642582,0.384273705,-80.75434209,1.560848492,-53.0562053,0.665326571,-21.98863488,0.370215506,-5.337098818,-0.372313755,2.731641001,-0.117851277,-2.657790942,0.014058199,train
2303,Zr2N2O,mp-776235,mp-766238,-84.67831,91.224,14.0067,15.9994,49,100,101,0.4,0.4,0.2,19.6,40,8,0.433288657,0.46359584,6.634169007,3.533728832,7.26690767,-0.070477034,0.388888889,7.53936359,0.63,1.461113279,13.6176139,8,3.533728832,3.100440175,0.322534848,2.013784938,7.53936359,6.078250311,0.16452103,4.675852459,4.005634758,2.977810136,0.860154971,0.096189094,1.302709192,1.877576271,1.90798511,1.4082077,1.764552889,1.764552889,-0.105498508,0.113023382,0.143432221,0.835519016,1.440037373,1.896976652,1,1,2.220049572,2.261765115,2.261765115,1,1,-1.384530556,-0.821727742,-0.364788462,0,4.173683441,1.524274557,0.365210869,3.269293549,1.09899478,0.336156654,0.904389892,0.425279777,0.029054215,3.258279291,0.65146437,0.19994123,2.909960321,0.152340211,0.052351302,0.348318971,0.499124158,0.147589928,0.560301544,0.145204491,0.693369245,0.102734977,-0.133067701,0.042469514,7.5,8,8,6,-0.5,4.75,5,3,3,1.75,16,8,16,8,8,4,-59.49568725,-58.10736336,-1.388323892,-86.09144091,1.188534737,-50.3245643,0.547475295,-24.64642582,0.384273705,-84.41887016,0.599454171,-49.69701356,1.062174342,-22.30504935,4.97E-14,-1.672570749,0.589080566,-0.627550743,-0.514699048,-2.341376475,0.384273705,train
2304,Zr2N2O,mp-776239,mp-766238,-93.81859,91.224,14.0067,15.9994,49,100,101,0.4,0.4,0.2,19.6,40,8,0.433288657,0.46359584,6.634169007,3.533728832,7.26690767,-0.070477034,0.388888889,7.53936359,0.63,1.461113279,13.6176139,8,3.533728832,3.100440175,0.322534848,2.013784938,7.53936359,6.078250311,0.16452103,4.675852459,4.005634758,2.977810136,0.860154971,0.096189094,1.302709192,1.877576271,1.90798511,1.553061756,2.24936281,2.24936281,-0.250352564,-0.371786539,-0.3413777,0.835519016,1.440037373,1.896976652,1,1,0.778409469,1.702689591,1.702689591,1,1,0.057109548,-0.262652219,0.194287061,0,4.173683441,1.524274557,0.365210869,4.250879876,1.717111482,0.403942603,-0.077196435,-0.192836924,-0.038731734,3.258279291,0.65146437,0.19994123,3.475406249,0.672566822,0.193521785,-0.217126958,-0.021102452,0.006419445,0.560301544,0.145204491,0.715450163,0.114476914,-0.15514862,0.030727578,7.5,8,8.666666667,6,-1.166666667,4.75,5,5,4,-0.25,16,12,16,12,8,6,-59.49568725,-58.65742638,-0.838260867,-86.09144091,1.188534737,-50.3245643,0.547475295,-24.64642582,0.384273705,-84.86700079,0.546904136,-49.52338142,0.387210107,-24.5063675,0.140704555,-1.224440123,0.641630601,-0.801182886,0.160265188,-0.140058317,0.24356915,train
2305,Zr2N2O,mp-776250,mp-766238,-88.01415,91.224,14.0067,15.9994,49,100,101,0.4,0.4,0.2,19.6,40,8,0.433288657,0.46359584,6.634169007,3.533728832,7.26690767,-0.070477034,0.388888889,7.53936359,0.63,1.461113279,13.6176139,8,3.533728832,3.100440175,0.322534848,2.013784938,7.53936359,6.078250311,0.16452103,4.675852459,4.005634758,2.977810136,0.860154971,0.096189094,1.302709192,1.877576271,1.90798511,2.856411142,3.985380179,3.985380179,-1.553701949,-2.107803908,-2.077395069,0.835519016,1.440037373,1.896976652,1,1,2.960178234,3.317895209,3.317895209,1,1,-2.124659218,-1.877857837,-1.420918557,0,4.173683441,1.524274557,0.365210869,3.352872245,1.022909011,0.305084398,0.820811196,0.501365546,0.060126471,3.258279291,0.65146437,0.19994123,3.23001767,0.576296245,0.178418914,0.028261621,0.075168124,0.021522316,0.560301544,0.145204491,1,5.55E-17,-0.439698456,0.145204491,7.5,8,10,8,-2.5,4.75,5,5.5,5,-0.75,16,4,16,4,8,2,-59.49568725,-58.02147902,-1.474208232,-86.09144091,1.188534737,-50.3245643,0.547475295,-24.64642582,0.384273705,-82.75468102,2.985122838,-52.03494777,2.478128226,-20.52813752,3.55E-15,-3.336759895,-1.796588101,1.710383464,-1.930652932,-4.118288298,0.384273705,train
2306,Zr2N2O,mp-776271,mp-766238,-78.052376,91.224,14.0067,15.9994,49,100,101,0.4,0.4,0.2,19.6,40,8,0.433288657,0.46359584,6.634169007,3.533728832,7.26690767,-0.070477034,0.388888889,7.53936359,0.63,1.461113279,13.6176139,8,3.533728832,3.100440175,0.322534848,2.013784938,7.53936359,6.078250311,0.16452103,4.675852459,4.005634758,2.977810136,0.859885703,0.096157879,1.302709192,1.877576271,1.90798511,1.287216633,1.752155162,1.752173859,0.01549256,0.125421109,0.15581125,0.835519016,1.440037373,1.896976652,1,1,1.365034266,1.592019286,1.592029766,1,1,-0.52951525,-0.151981914,0.304946887,0,4.173683441,1.524274557,0.365210869,2.880682584,0.920646815,0.319593287,1.293000857,0.603627742,0.045617582,3.258279291,0.65146437,0.19994123,3.181063578,0.19831944,0.062343752,0.077215713,0.45314493,0.137597478,0.560301544,0.145204491,0.792835246,0.100483175,-0.232533702,0.044721316,7.5,8,6.333333333,6,1.166666667,4.75,5,5,5,-0.25,16,12,16,12,8,6,-59.49568725,-58.65776292,-0.837924333,-86.09144091,1.188534737,-50.3245643,0.547475295,-24.64642582,0.384273705,-84.82755563,0.076420103,-49.82381384,0.075493157,-23.98607565,0.068348265,-1.263885279,1.112114634,-0.500750466,0.471982137,-0.660350173,0.315925441,train
2307,Zr2N2O,mp-776273,mp-766238,-61.34542,91.224,14.0067,15.9994,49,100,101,0.4,0.4,0.2,19.6,40,8,0.433288657,0.46359584,6.634169007,3.533728832,7.26690767,-0.070477034,0.388888889,7.53936359,0.63,1.461113279,13.6176139,8,3.533728832,3.100440175,0.322534848,2.013784938,7.53936359,6.078250311,0.16452103,4.675852459,4.005634758,2.977810136,0.860154971,0.096189094,1.302709192,1.877576271,1.90798511,2.054661063,3.550952887,3.645773816,-0.751951871,-1.673376616,-1.737788706,0.835519016,1.440037373,1.896976652,1,1,2.386947486,3.340977738,3.344009005,1,1,-1.55142847,-1.900940365,-1.447032352,0,4.173683441,1.524274557,0.365210869,4.287795073,1.908352537,0.445066171,-0.114111632,-0.384077979,-0.079855302,3.258279291,0.65146437,0.19994123,4.452903244,1.175053541,0.263884813,-1.194623952,-0.523589171,-0.063943583,0.560301544,0.145204491,0.789483383,0.121210459,-0.229181839,0.023994033,7.5,8,8.5,9,-1,4.75,5,3.666666667,3,1.083333333,16,12,16,12,8,6,-59.49568725,-58.79311092,-0.702576327,-86.09144091,1.188534737,-50.3245643,0.547475295,-24.64642582,0.384273705,-85.53874261,0.890080336,-49.83760768,1.374156514,-23.21285403,0.506773878,-0.552698302,0.298454401,-0.48695662,-0.826681219,-1.433571791,-0.122500173,train
2308,YZrO3,mp-1215965,mp-766243,-42.094093,88.90585,91.224,15.9994,25,49,101,0.2,0.2,0.6,5,9.8,8,0.306782382,0.460227273,6.218561794,3.262672088,3.533728832,0.433288657,0.46359584,7.53936359,0.63,1.461113279,13.6176139,8,3.262672088,2.955889706,0.338307616,1.800647218,7.53936359,6.078250311,0.16452103,4.675852459,4.276691502,3.122360604,1.182179339,0.029701744,0.312411816,0.365714601,0.365714601,0.27754642,0.337642474,0.337642474,0.034865397,0.028072127,0.028072127,0.302205109,0.387145773,0.409875307,1,1,0.294909001,0.388868193,0.388868193,1,1,0.007296108,-0.00172242,0.021007114,0,2.309233351,0.056224841,0.024347838,2.292493878,0.053367697,0.023279319,0.016739472,0.002857144,0.001068519,2.219108123,0.09444345,0.042559193,2.232902683,0.100600842,0.045053841,-0.01379456,-0.006157392,-0.002494648,0.146550789,0.022511013,0.157793655,0.019129292,-0.011242866,0.003381721,6,6,6,6,0,6,6,6,6,0,8,8,8,8,24,24,-31.66494036,-31.85770147,0.192761105,-45.14506996,1.803354155,-48.19500999,2.148523435,-21.66154062,1.144374112,-46.21562352,2.079929084,-47.63783363,0.764177484,-21.8116834,1.36294614,1.070553559,-0.276574929,-0.557176364,1.38434595,0.150142776,-0.218572028,train
2309,Ba2In2O5,mp-1173069,mp-766276,-77.30875,137.327,114.818,15.9994,14,79,101,0.222222222,0.222222222,0.555555556,3.111111111,17.55555556,8,0.144623019,0.434592354,5.21219121,2.678407114,3.085147695,0.383923641,0.460580913,7.53936359,0.63,1.461113279,13.6176139,8,2.678407115,2.533784096,0.394666618,1.415642454,7.53936359,6.078250311,0.16452103,4.675852459,4.860956475,3.544466215,1.943099968,0.041127108,0.259727408,0.293151575,0.293151575,0,0,0,0.259727408,0.293151575,0.293151575,0.073833393,0.108410423,0.108410423,0.25,0,0.27177543,0.27177543,0.27177543,1,1,-0.197942037,-0.163365007,-0.163365007,-0.75,3.01906636,0.231423317,0.076653935,3.049878897,0.008947947,0.00293387,-0.030812536,0.22247537,0.073720066,2.15517358,0.075066673,0.034830918,2.122545804,0.055202586,0.026007724,0.032627776,0.019864087,0.008823193,0.108704677,0.010349667,0.209367644,5.55E-17,-0.100662967,0.010349667,10,9,10,10,0,5,5,5,5,0,8,2,8,2,20,5,-25.94390716,-25.95583099,0.011923834,-17.93954942,0.358380191,-48.14336819,3.587938705,-20.26586585,0.857208374,-17.19208985,0,-49.45685069,5.02E-15,-20.06091958,0.316141057,-0.747459566,0.358380191,1.313482496,3.587938705,-0.20494627,0.541067317,train
2310,Ba2In2O5,mp-752827,mp-766276,33.483006,137.327,114.818,15.9994,14,79,101,0.222222222,0.222222222,0.555555556,3.111111111,17.55555556,8,0.144623019,0.434592354,5.21219121,2.678407114,3.085147695,0.383923641,0.460580913,7.53936359,0.63,1.461113279,13.6176139,8,2.678407115,2.533784096,0.394666618,1.415642454,7.53936359,6.078250311,0.16452103,4.675852459,4.860956475,3.544466215,1.943099968,0.041127108,0.259727408,0.293151575,0.293151575,0.380784527,0.761569054,0.761569054,-0.121057119,-0.468417478,-0.468417478,0.073833393,0.108410423,0.108410423,0.25,0,0.130053442,0.130053442,0.130053442,1,0,-0.056220049,-0.021643019,-0.021643019,-0.75,3.01906636,0.231423317,0.076653935,2.899544587,0.13966861,0.048169154,0.119521773,0.091754707,0.028484781,2.15517358,0.075066673,0.034830918,2.163603618,0.054505681,0.025192082,-0.008430038,0.020560993,0.009638835,0.108704677,0.010349667,0.147197678,0.052061211,-0.038493002,-0.041711545,10,9,8,8,2,5,5,5,5,0,8,4,8,4,20,10,-25.94390716,-26.07116097,0.127253807,-17.93954942,0.358380191,-48.14336819,3.587938705,-20.26586585,0.857208374,-17.99628279,0.060732246,-47.802076,2.19E-14,-20.60874623,0.669857701,0.056733374,0.297647945,-0.341292192,3.587938705,0.342880379,0.187350674,train
2311,FePO4,mp-1048924,mp-766442,-171.91768,55.845,30.973762,15.9994,61,90,101,0.166666667,0.166666667,0.666666667,10.16666667,15,8,0.153235727,0.497854077,7.902755613,4.02799567,5.616589466,0.746610893,0.516129032,7.53936359,0.63,1.461113279,13.6176139,8,4.02799567,3.874759943,0.258080504,2.093645716,7.53936359,6.078250311,0.16452103,4.675852459,3.51136792,2.203490368,0.005524579,0.00029415,0.72035796,0.796963434,0.796963434,0.611304492,1.215312695,1.215312695,0.109053468,-0.418349261,-0.418349261,0.00612489,0.007708298,0.007708298,0,0,0.118443475,0.178864804,0.178864804,0.5,0,-0.112318585,-0.171156505,-0.171156505,-0.5,2.967535613,0.921096101,0.310390917,2.936037427,1.303577667,0.443992183,0.031498186,-0.382481566,-0.133601266,1.54781373,0.001595221,0.001030629,1.560368839,0.056208666,0.036022679,-0.012555109,-0.054613444,-0.03499205,0.4255308,0.042160549,0.429560866,0.198981279,-0.004030066,-0.15682073,12,12,10,6,2,4,4,4,4,0,8,8,8,8,32,32,-52.86822934,-52.06456865,-0.803660692,-49.28688131,0.055975142,-145.3248183,0.01487548,-30.64941911,0.127453077,-47.09089138,0.246638937,-146.4799947,1.299708953,-29.70413145,2.153826336,-2.195989925,-0.190663795,1.155176414,-1.284833473,-0.94528766,-2.026373259,val
2312,FePO4,mp-19109,mp-766442,2.8513446,55.845,30.973762,15.9994,61,90,101,0.166666667,0.166666667,0.666666667,10.16666667,15,8,0.153235727,0.497854077,7.902755613,4.02799567,5.616589466,0.746610893,0.516129032,7.53936359,0.63,1.461113279,13.6176139,8,4.02799567,3.874759943,0.258080504,2.093645716,7.53936359,6.078250311,0.16452103,4.675852459,3.51136792,2.203490368,0.003780795,0.000265808,0.72035796,0.796963434,0.796963434,0.221136013,0.221236311,0.221244878,0.499221947,0.575727123,0.575718556,0.00612489,0.007708298,0.007708298,0,0,0.002490683,0.002557669,0.002586084,0,0,0.003634208,0.00515063,0.005122215,0,2.967535613,0.921096101,0.310390917,3.099800901,1.124302976,0.362701674,-0.132265288,-0.203206875,-0.052310757,1.54781373,0.001595221,0.001030629,1.531718209,0.001062565,0.000693708,0.01609552,0.000532657,0.000336921,0.4255308,0.042160549,0.486927961,0.032739703,-0.061397162,0.009420846,12,12,14,14,-2,4,4,4,4,0,8,3,8,3,32,12,-52.86822934,-53.544725,0.676495657,-49.28688131,0.055975142,-145.3248183,0.01487548,-30.64941911,0.127453077,-50.87335179,0.005106775,-148.2282436,0.004543126,-30.54168865,0.059804406,1.586470477,0.050868366,2.903425312,0.010332354,-0.107730461,0.067648671,val
2313,FePO4,mp-19752,mp-766442,-4.359826,55.845,30.973762,15.9994,61,90,101,0.166666667,0.166666667,0.666666667,10.16666667,15,8,0.153235727,0.497854077,7.902755613,4.02799567,5.616589466,0.746610893,0.516129032,7.53936359,0.63,1.461113279,13.6176139,8,4.02799567,3.874759943,0.258080504,2.093645716,7.53936359,6.078250311,0.16452103,4.675852459,3.51136792,2.203490368,-0.039634572,0.000292674,0.72035796,0.796963434,0.796963434,0.00037509,0.000578892,0.000609107,0.71998287,0.796384543,0.796354327,0.00612489,0.007708298,0.007708298,0,0,9.35E-05,0.000120372,0.000150488,0,0,0.006031379,0.007587927,0.007557811,0,2.967535613,0.921096101,0.310390917,2.627906331,1.11078371,0.42268771,0.339629282,-0.189687609,-0.112296793,1.54781373,0.001595221,0.001030629,1.525271223,3.74E-05,2.46E-05,0.022542507,0.001557772,0.001006076,0.4255308,0.042160549,0.404089295,0.022761896,0.021441504,0.019398653,12,12,12,12,0,4,4,4,4,0,8,6,8,6,32,24,-52.86822934,-54.00147345,1.133244106,-49.28688131,0.055975142,-145.3248183,0.01487548,-30.64941911,0.127453077,-51.51432253,0.003649349,-148.5579018,0.006805482,-30.98415409,0.003611443,2.227441225,0.052325793,3.233083501,0.008069998,0.334734978,0.123841634,val
2314,FePO4,mp-25303,mp-766442,-16.366493,55.845,30.973762,15.9994,61,90,101,0.166666667,0.166666667,0.666666667,10.16666667,15,8,0.153235727,0.497854077,7.902755613,4.02799567,5.616589466,0.746610893,0.516129032,7.53936359,0.63,1.461113279,13.6176139,8,4.02799567,3.874759943,0.258080504,2.093645716,7.53936359,6.078250311,0.16452103,4.675852459,3.51136792,2.203490368,-2.353369167,0.00029415,0.72035796,0.796963434,0.796963434,2.69E-16,4.15E-16,4.51E-16,0.72035796,0.796963434,0.796963434,0.00612489,0.007708298,0.007708298,0,0,0.039915673,0.039915673,0.039915673,0,0,-0.033790783,-0.032207375,-0.032207375,0,2.967535613,0.921096101,0.310390917,2.062889198,0.091992016,0.044593774,0.904646415,0.829104085,0.265797143,1.54781373,0.001595221,0.001030629,1.552942177,0.025731467,0.016569494,-0.005128448,-0.024136245,-0.015538866,0.4255308,0.042160549,0.131829324,2.78E-17,0.293701475,0.042160549,12,12,6,6,6,4,4,4,4,0,8,2,8,2,32,8,-52.86822934,-52.66924323,-0.198986113,-49.28688131,0.055975142,-145.3248183,0.01487548,-30.64941911,0.127453077,-50.98134716,7.11E-15,-148.1722116,0,-29.21547514,0.143431809,1.69446585,0.055975142,2.847393338,0.01487548,-1.433943967,-0.015978732,val
2315,FePO4,mp-559295,mp-766442,1.4586973,55.845,30.973762,15.9994,61,90,101,0.166666667,0.166666667,0.666666667,10.16666667,15,8,0.153235727,0.497854077,7.902755613,4.02799567,5.616589466,0.746610893,0.516129032,7.53936359,0.63,1.461113279,13.6176139,8,4.02799567,3.874759943,0.258080504,2.093645716,7.53936359,6.078250311,0.16452103,4.675852459,3.51136792,2.203490368,0.005524579,0.00029415,0.72035796,0.796963434,0.796963434,0.470540697,0.470540697,0.470540697,0.249817263,0.326422737,0.326422737,0.00612489,0.007708298,0.007708298,0,0,0.008348439,0.008348439,0.008348439,0,0,-0.002223549,-0.000640141,-0.000640141,0,2.967535613,0.921096101,0.310390917,3.248487352,0.93405371,0.287534969,-0.280951739,-0.012957609,0.022855948,1.54781373,0.001595221,0.001030629,1.545836141,0.003046513,0.001970787,0.001977589,-0.001451292,-0.000940158,0.4255308,0.042160549,0.28979664,1.23E-16,0.135734159,0.042160549,12,12,13,13,-1,4,4,4,4,0,8,8,8,8,32,32,-52.86822934,-52.99454345,0.12631411,-49.28688131,0.055975142,-145.3248183,0.01487548,-30.64941911,0.127453077,-49.5518626,2.49E-14,-145.3230756,4.14E-14,-30.77308061,0.290179753,0.264981291,0.055975142,-0.001742652,0.01487548,0.123661505,-0.162726677,val
2316,FePO4,mp-753395,mp-766442,0.3372174,55.845,30.973762,15.9994,61,90,101,0.166666667,0.166666667,0.666666667,10.16666667,15,8,0.153235727,0.497854077,7.902755613,4.02799567,5.616589466,0.746610893,0.516129032,7.53936359,0.63,1.461113279,13.6176139,8,4.02799567,3.874759943,0.258080504,2.093645716,7.53936359,6.078250311,0.16452103,4.675852459,3.51136792,2.203490368,0.005524579,0.00029415,0.72035796,0.796963434,0.796963434,0.860833738,0.860833738,0.860833738,-0.140475777,-0.063870304,-0.063870304,0.00612489,0.007708298,0.007708298,0,0,0.042431528,0.042431528,0.042431528,0,0,-0.036306637,-0.034723229,-0.034723229,0,2.967535613,0.921096101,0.310390917,2.709841858,0.848192007,0.313004246,0.257693755,0.072904094,-0.002613328,1.54781373,0.001595221,0.001030629,1.534833965,0.018358056,0.011960939,0.012979765,-0.016762834,-0.01093031,0.4255308,0.042160549,0.623789131,0,-0.198258331,0.042160549,12,12,15,15,-3,4,4,4,4,0,8,2,8,2,32,8,-52.86822934,-53.44139072,0.573161386,-49.28688131,0.055975142,-145.3248183,0.01487548,-30.64941911,0.127453077,-51.10960212,1.12E-14,-147.8494957,2.01E-14,-30.42231164,0.410692332,1.822720807,0.055975142,2.524677385,0.01487548,-0.227107469,-0.283239256,val
